X;Y;OBJECTID;StopID;EasyGo;Street;CrossStreet;Easting;Northing;Longitude;Latitude;Municipality;Status;RMWID
552250.1179;4805824.7042;6901;10302;1289;Eagle St;Laurel Dr;552250.1179;4805806.09206838;-80.35545996;43.40331997;Cambridge;Active;BS10302
551772.0447;4805573.5294;5234;10459;1435;Eagle St N;357 Eagle St N;551772.0447;4805573.52940584;-80.36064995;43.40125501;Cambridge;Active;BS10459
552478.9609;4805881.4067;6409;10303;1290;Eagle St N;Arlington St;552478.9609;4805881.4067383;-80.351891;43.40397796;Cambridge;Active;BS10303
552825.6526;4805952.8527;5907;10441;1417;Eagle St N;Concession Rd;552825.6526;4805955.96156288;-80.34761799;43.40462499;Cambridge;Active;BS10441
552879.2143;4805971.7212;7821;14323;2650;Eagle St N;Concession Rd;552879.2143;4805971.7212;-80.3469395;43.40476303;Cambridge;Active;BS14323
554359.4057;4806320.3649;5967;10341;1325;Eagle St N;Hespeler Rd;554359.4057;4806320.365;-80.328623;43.407796;Cambridge;Active;BS10341
553961.6952;4806230.6545;7867;14249;2792;Eagle St N;Industrial Rd;553961.6952;4806230.6545;-80.33354614;43.4070173;Cambridge;Active;BS14249
554002.5335;4806260.8295;7892;14250;3509;Eagle St N;Industrial Rd;554002.5335;4806260.8295;-80.33303882;43.40728605;Cambridge;Active;BS14250
551580.4071;4805297.4847;7901;14335;2393;Eagle St N;King St E;551580.4071;4805297.4847;-80.36304244;43.39878274;Cambridge;Active;BS14335
552242.9401;4805835.936;6448;10294;1284;Eagle St N;Laurel St;552242.9401;4805835.93599374;-80.35480999;43.40358503;Cambridge;Active;BS10294
553323.4832;4806076.4899;7820;14247;2791;Eagle St N;Providence Dr;553323.4832;4806076.4899;-80.3414429;43.40567489;Cambridge;Active;BS14247
553349.5743;4806099.6316;7883;14248;3510;Eagle St N;Providence Dr;553349.5743;4806099.6316;-80.34111843;43.4058814;Cambridge;Active;BS14248
552494.5703;4805894.3041;4820;10293;1283;Eagle St N;Shettleston Dr;552494.5703;4805894.30411308;-80.351697;43.404093;Cambridge;Active;BS10293
551854.4385;4805644.9651;7889;14246;2790;Eagle St N;Trail;551854.4385;4805644.9651;-80.35962573;43.40189252;Cambridge;Active;BS14246
552777.4769;4805960.5906;5884;10292;1282;Eagle St N;Whitley St;552777.4769;4805960.59062065;-80.34819695;43.40466997;Cambridge;Active;BS10292
551661.5421;4805441.6263;4496;10460;1436;Eagle St N;William St;551661.5421;4805441.62625435;-80.36202696;43.40007499;Cambridge;Active;BS10460
551673.6155;4805437.3704;7857;14245;2789;Eagle St N;William St;551673.6155;4805437.3704;-80.36187828;43.40003584;Cambridge;Active;BS14245
540377.6566;4817417.4386;6142;10962;1928;Eastbridge Blvd;Bluenose Park;540377.6566481;4817417.43861237;-80.50047998;43.508598;Waterloo;Active;BS10962
540362.8224;4817424.4572;6216;11076;2038;Eastbridge Blvd;Bluenose Park;540362.82237422;4817424.45718376;-80.50066297;43.508662;Waterloo;Active;BS11076
540262.0829;4817142.9745;5770;10961;1927;Eastbridge Blvd;Bonavista Dr;540262.08289445;4817142.97447875;-80.50193003;43.50613298;Waterloo;Active;BS10961
539668.8634;4816888.9228;4277;11079;2041;Eastbridge Blvd;Bridge St W;539668.645;4816888.738;-80.50929;43.503876;Waterloo;Active;BS11079
539987.2024;4816957.9938;4060;10960;1926;Eastbridge Blvd;Eastbridge Green;539987.416;4816957.53;-80.505641;43.504478;Waterloo;Active;BS10960
539940.5774;4816967.1403;7491;11078;2040;Eastbridge Blvd;Eastbridge Green;539940.57742535;4816967.1402693;-80.50592004;43.50456703;Waterloo;Active;BS11078
540376.5517;4817642.0029;6010;10963;1929;Eastbridge Blvd;Gaspe Dr;540376.55170497;4817642.00290297;-80.50047697;43.51062002;Waterloo;Active;BS10963
540143.0211;4817087.2858;6669;11077;2039;Eastbridge Blvd;Windjammer Way;540143.02114866;4817087.28581402;-80.50340696;43.50563797;Waterloo;Active;BS11077
543799.6985;4809196.0121;4587;12684;3661;Eckert St;Dixon St;543799.69852265;4809196.01205997;-80.45880795;43.43437997;Kitchener;Active;BS12684
543767.952;4809223.5764;6900;11661;2606;Eckert St;Dixon St;543767.95202211;4809223.57644932;-80.45919798;43.43463001;Kitchener;Active;BS11661
542667.797;4811808.6823;8409;14857;5043;Edna St;Frederick St;542667.797;4811808.6823;-80.47258887;43.4579698;Kitchener;Detour;BS14857
542662.6458;4811835.873;8410;14858;5044;Edna St;Frederick St;542662.6458;4811835.873;-80.47265041;43.45821491;Kitchener;Detour;BS14858
542575.2815;4811920.7462;8463;14942;5089;Edna St;Mansion St;542575.2815;4811920.7462;-80.47372364;43.45898409;Kitchener;Detour;BS14942
555794.7302;4804273.1836;7979;14405;4142;Elgin St N;Acorn Way;555794.7302;4804273.1836;-80.31110853;43.38925844;Cambridge;Active;BS14405
556187.9334;4803076.0178;5920;11155;2108;Elgin St N;Avenue Rd;556187.93340511;4803076.01776711;-80.30637694;43.37845002;Cambridge;Active;BS11155
556185.27;4803136.7779;8020;14401;4138;Elgin St N;Avenue Rd;556185.27;4803136.7779;-80.30640359;43.3789973;Cambridge;Active;BS14401
556488.334;4802369.5287;7027;13357;2111;Elgin St N;Bronson Ave;556488.3;4802369.4;-80.302742;43.372065;Cambridge;Active;BS13357
556483.1116;4802439.6226;7999;14398;4135;Elgin St N;Bronson Ave;556483.1116;4802439.6226;-80.30279898;43.37269787;Cambridge;Active;BS14398
555995.3764;4804481.9316;6387;10401;1379;Elgin St N;Bushnell Dr;555995.3764;4804481.93159742;-80.30860998;43.39112301;Cambridge;Active;BS10401
555988.5138;4804464.2643;7991;14406;4143;Elgin St N;Bushnell Dr;555988.5138;4804464.2643;-80.30869652;43.39096446;Cambridge;Active;BS14406
555721.1014;4803703.7366;7976;14403;4140;Elgin St N;Carter Cres;555721.1014;4803703.7366;-80.31207554;43.38413671;Cambridge;Active;BS14403
556873.8969;4801126.4746;6229;11213;2165;Elgin St N;Dundas St N;556873.89694625;4801126.47459099;-80.298112;43.36084499;Cambridge;Active;BS11213
556113.7868;4803370.8278;3851;10384;1362;Elgin St N;Ferguson Ave;556113.7868;4803370.82775939;-80.30726198;43.38110998;Cambridge;Active;BS10384
556453.2847;4804515.3948;5062;10400;1378;Elgin St N;Franklin Blvd;556453.2847;4804515.39478609;-80.30295302;43.39138999;Cambridge;Active;BS10400
556510.3197;4804614.6601;7959;14407;4144;Elgin St N;Franklin Blvd;556510.3197;4804614.6601;-80.30223859;43.39227947;Cambridge;Active;BS14407
556428.5719;4802577.1193;4696;11157;2110;Elgin St N;Galt Ave;556428.5718792;4802577.11931645;-80.30345797;43.37393997;Cambridge;Active;BS11157
556440.2144;4802576.3889;8008;14399;4136;Elgin St N;Galt Ave;556440.2144;4802576.3889;-80.30331435;43.37393252;Cambridge;Active;BS14399
556128.7033;4803363.9125;8001;14402;4139;Elgin St N;Glamis Rd;556128.7033;4803363.9125;-80.30707856;43.38104661;Cambridge;Active;BS14402
555742.8805;4804240.9407;7109;10402;1380;Elgin St N;Glenbrook Cres;555742.8805;4804240.94065043;-80.31175195;43.38897198;Cambridge;Active;BS10402
555619.3191;4804051.1235;7454;10403;1381;Elgin St N;Glenbrook Cres;555619.3191;4804051.123;-80.313295;43.387272;Cambridge;Active;BS10403
556799.9423;4801376.6024;8314;14739;4221;Elgin St N;Hilltop Dr;556799.9423;4801376.6024;-80.29899869;43.36310271;Cambridge;Active;BS14739
556833.4181;4801256.4081;7382;11214;2166;Elgin St N;Linnwood Ave;556833.4180966;4801256.40814339;-80.29859804;43.36201796;Cambridge;Active;BS11214
556730.6172;4801590.96;6355;11215;2167;Elgin St N;Manchester St;556730.61715577;4801590.96004631;-80.29983201;43.36503799;Cambridge;Active;BS11215
556680.0949;4801759.9057;4928;11216;2168;Elgin St N;Marion Way;556680.09486777;4801759.90565792;-80.30043803;43.36656296;Cambridge;Active;BS11216
556956.718;4800854.8884;8310;14738;4220;Elgin St N;Monroe St;556956.718;4800854.8884;-80.29711821;43.3583934;Cambridge;Active;BS14738
555694.5006;4803731.9062;7978;14411;4148;Elgin St N;Munch Ave;555694.5006;4803731.9062;-80.31240106;43.38439232;Cambridge;Active;BS14411
555905.8018;4803541.473;7102;10383;1361;Elgin St N;Path to Perguston Ave;555905.8018;4803541.47302504;-80.30981199;43.38266197;Cambridge;Active;BS10383
556244.1618;4802889.5657;6250;11156;2109;Elgin St N;Winter Ave;556244.16181737;4802889.56571889;-80.30570203;43.37676702;Cambridge;Active;BS11156
556246.9686;4802919.8825;7984;14400;4137;Elgin St N;Winter Ave;556246.9686;4802919.8825;-80.30566427;43.37703979;Cambridge;Active;BS14400
555658.2875;4804088.9374;7989;14404;4141;Elgin St N;Woodborough Pl;555658.2875;4804088.9374;-80.3128118;43.38760965;Cambridge;Active;BS14404
557084.6937;4800413.7797;5573;11346;2297;Elgin St S;Elliott St;557084.69370984;4800413.77965798;-80.29558496;43.35441201;Cambridge;Active;BS11346
557297.3674;4799718.6547;7938;14382;4119;Elgin St S;Champlain Blvd;557297.3674;4799718.6547;-80.29303346;43.34813702;Cambridge;Active;BS14382
557016.583;4800638.104;4250;11347;2298;Elgin St S;Main St;557016.58303595;4800638.10399741;-80.29640204;43.35643696;Cambridge;Active;BS11347
557132.0994;4800275.1291;7954;14383;4120;Elgin St S;South St;557132.0994;4800275.1291;-80.29501449;43.35316002;Cambridge;Active;BS14383
557186.6125;4800083.2546;6605;11344;2295;Elgin St S;Woolley St;557186.6125412;4800083.25455699;-80.29436188;43.35142826;Cambridge;Active;BS11344
557619.4051;4808715.6676;7313;12582;3512;Ellis Rd;Adler Dr;557619.452;4808714.835;-80.288112;43.429112;Cambridge;Active;BS12582
538417.7019;4808043.3867;4443;12405;3341;Elm Ridge Dr;Hickory Heights Cres;538417.70191738;4808043.38667354;-80.52538697;43.42429698;Kitchener;Active;BS12405
538727.8858;4807860.9138;4565;12404;3340;Elm Ridge Dr;Hickory Heights Cres;538727.88584226;4807860.91381536;-80.52156802;43.42263801;Kitchener;Active;BS12404
538363.8153;4808152.5844;4891;12406;3342;Elm Ridge Dr;Hillbrook Cres;538363.8153249;4808152.58444664;-80.52604499;43.42528297;Kitchener;Active;BS12406
538331.3514;4808195.6057;3912;12373;3309;Elm Ridge Dr;Hillbrook Cres ;538331.35143591;4808195.60568979;-80.52644302;43.425672;Kitchener;Active;BS12373
538238.7094;4808303.1438;4603;12372;3308;Elm Ridge Dr;Queens Blvd;538238.70937524;4808303.14380073;-80.52757998;43.42664502;Kitchener;Active;BS12372
538230.9665;4808340.8561;5485;13027;3637;Elm Ridge Dr;Queens Blvd;538230.96652745;4808340.85612449;-80.527673;43.42698498;Kitchener;Active;BS13027
538636.9342;4807854.7251;6842;12375;3311;Elm Ridge Dr;Ramblewood Way;538636.93417967;4807854.72507506;-80.522692;43.42258698;Kitchener;Active;BS12375
538446.7026;4807982.4691;4359;12374;3310;Elm Ridge Dr;Silver Aspen Cres;538446.70255176;4807982.46907314;-80.52503299;43.42374699;Kitchener;Active;BS12374
540742.3786;4808028.4797;6013;11961;2903;Elmsdale Dr;Chandler Dr;540742.37858716;4808028.47970781;-80.49667004;43.42403997;Kitchener;Active;BS11961
540741.1335;4808007.9339;7083;11923;2865;Elmsdale Dr;Chandler Dr;540741.13346467;4808007.93388985;-80.49668695;43.42385504;Kitchener;Active;BS11923
540946.8096;4807823.7014;4776;11960;2902;Elmsdale Dr;Ottawa St S;540946.80955895;4807823.70138984;-80.49415995;43.42218498;Kitchener;Active;BS11960
540942.8763;4807804.2454;7229;11924;2866;Elmsdale Dr;Ottawa St S;540942.87629122;4807804.24535006;-80.49421;43.42201001;Kitchener;Active;BS11924
542998.1507;4812140.9809;8465;14937;5088;Ephraim St;Bruce St;542998.1507;4812140.9809;-80.46847937;43.4609429;Kitchener;Detour;BS14937
543030.5346;4812142.9488;8469;14936;5087;Ephraim St;Bruce St;543030.5346;4812142.9488;-80.46807892;43.46095876;Kitchener;Detour;BS14936
539309.4656;4812829.4655;7423;11047;2009;Erb St E;Devitt Ave;539309.379;4812828.537;-80.514027;43.467337;Waterloo;Active;BS11047
539931.9605;4813131.8909;4431;11049;2011;Erb St E;Ellis Cres;539931.96051806;4813131.89092322;-80.50630796;43.47003496;Waterloo;Active;BS11049
540244.7419;4813214.0542;6261;11050;2012;Erb St E;Margaret Ave;540244.7418839;4813214.05419911;-80.50243502;43.470758;Waterloo;Active;BS11050
540508.6254;4813317.1432;4920;11051;2013;Erb St E;Terrystone Walk;540508.62539306;4813317.14321565;-80.49916496;43.47167197;Waterloo;Active;BS11051
539599.051;4812976.6625;7032;11048;2010;Erb St E;Weber St N;539599.05104629;4812976.6625195;-80.51043497;43.46865498;Waterloo;Active;BS11048
538979.3181;4812648.1994;6621;11045;2007;Erb St E;Willow St;538979.31812654;4812648.19937723;-80.51811998;43.46573003;Waterloo;Active;BS11045
537605.7666;4812023.9964;5037;11001;1965;Erb St W;202 Erb St W;537605.76661292;4812023.99643193;-80.53514295;43.46017996;Waterloo;Active;BS11001
537024.2449;4811613.63;4298;11004;1968;Erb St W;300 Erb St W;537024.24493563;4811613.62996084;-80.54235897;43.45651399;Waterloo;Active;BS11004
536772.1591;4811484.8513;6225;11005;1969;Erb St W;Amos Ave;536772.619;4811484.344;-80.545478;43.455362;Waterloo;Active;BS11005
536786.8388;4811470.839;7415;11035;1997;Erb St W;Amos Ave;536786.8388325;4811470.83902552;-80.54530299;43.45523999;Waterloo;Active;BS11035
537994.6324;4812257.189;4026;10999;1963;Erb St W;Avondale Ave N;537994.63238408;4812257.18896626;-80.53031996;43.46226;Waterloo;Active;BS10999
538065.8352;4812282.8038;7282;11040;2002;Erb St W;Avondale Ave S;538065.83524958;4812282.80375245;-80.52943801;43.46248702;Waterloo;Active;BS11040
538131.8978;4812342.85;5625;10998;1962;Erb St W;Barrel Yards Blvd;538131.8978;4812342.85;-80.52861719;43.46302432;Waterloo;Active;BS10998
537064.0229;4811618.399;7317;11036;1998;Erb St W;Beechwood Manor;537064.02288852;4811618.39899012;-80.54186699;43.45655496;Waterloo;Active;BS11036
535898.4962;4811061.0503;5608;13236;4071;Erb St W;Beechwood Pl;535898.496;4811060.72;-80.55631;43.45159;Waterloo;Active;BS13236
538343.1512;4812467.9561;5114;10997;1961;Erb St W;Caroline St;538343.15123909;4812467.95606523;-80.52599698;43.46413998;Waterloo;Active;BS10997
538335.2416;4812442.1905;7201;11042;2004;Erb St W;Caroline St;538334.978;4812442.681;-80.5261;43.463913;Waterloo;Active;BS11042
536606.6259;4811402.8929;5908;11006;1970;Erb St W;Culpepper Dr;536606.62590541;4811402.89285577;-80.54753497;43.45463703;Waterloo;Active;BS11006
536624.0741;4811392.7649;7019;11034;1996;Erb St W;Culpepper Dr;536624.07411194;4811392.76491728;-80.54732;43.45454499;Waterloo;Active;BS11034
537730.8396;4812081.1148;5598;11038;2000;Erb St W;Dietz Ave;537730.8395792;4812081.11480565;-80.53359298;43.46068796;Waterloo;Active;BS11038
535113.4684;4810660.284;6106;11021;1983;Erb St W;Erbsville Crt;535113.46842028;4810660.28401165;-80.56603797;43.44802203;Waterloo;Active;BS11021
535143.3549;4810694.4384;6185;12710;3687;Erb St W;Erbsville Crt;535143.444;4810694.958;-80.565665;43.448333;Waterloo;Active;BS12710
538199.352;4812362.5175;7405;11041;2003;Erb St W;Euclid Ave;538199.35196042;4812362.51752694;-80.52778197;43.46319796;Waterloo;Active;BS11041
536073.3239;4811146.2055;5131;13219;4056;Erb St W;Fischer-Hallman Rd N;536073.324;4811145.412;-80.554144;43.452345;Waterloo;Active;BS13219
536179.4417;4811174.5693;4345;11032;1994;Erb St W;Fischer-Hallman Rd S;536179.44169581;4811174.56933036;-80.55283004;43.45260195;Waterloo;Active;BS11032
535775.7095;4810976.7482;4025;11022;1984;Erb St W;Gateview Dr;535775.795;4810976.053;-80.557832;43.450834;Waterloo;Active;BS11022
536316.768;4811261.1617;7179;11007;1971;Erb St W;Churchill St;536316.76798672;4811261.16170474;-80.55112701;43.45337499;Waterloo;Active;BS11007
537174.3111;4811718.0787;6883;11003;1967;Erb St W;McDougall Rd;537174.31105597;4811718.0787006;-80.54049701;43.45744701;Waterloo;Active;BS11003
536462.5215;4811314.7008;6290;11033;1995;Erb St W;Roosevelt Ave;536462.52153049;4811314.70080701;-80.54932198;43.45384998;Waterloo;Active;BS11033
537843.4531;4812168.0117;6470;11000;1964;Erb St W;Roslin Ave N;537843.4531;4812168.0117;-80.53219494;43.46146471;Waterloo;Active;BS11000
537881.2108;4812170.6966;4978;11039;2001;Erb St W;Roslin Ave S;537881.21079579;4812170.69657154;-80.53172802;43.46148697;Waterloo;Active;BS11039
537395.7202;4811897.8921;6339;11002;1966;Erb St W;Westmount Rd N;537395.72022117;4811897.8921001;-80.53774797;43.45905503;Waterloo;Active;BS11002
537514.6171;4811946.8621;6751;11037;1999;Erb St W;Westmount Rd N;537514.61705007;4811946.8621324;-80.53627496;43.45949001;Waterloo;Active;BS11037
534636.9895;4810579.1806;5731;12712;3689;Erbsville Rd;656 Erb St;534636.9895;4810579.1806;-80.57193169;43.44731396;Waterloo;Active;BS12712
534614.768;4811025.3097;4110;11017;1980;Erbsville Rd;Brandenburg Blvd;534614.7680031;4811025.30971173;-80.572178;43.45133199;Waterloo;Active;BS11017
534105.085;4811941.6125;6706;13260;4087;Erbsville Rd;Brandenburg Blvd;534104.688;4811942.406;-80.578425;43.459613;Waterloo;Active;BS13260
533635.5245;4812527.444;4734;12521;3454;Erbsville Rd;Columbia Forest Blvd;533635.52451788;4812527.44395664;-80.58418799;43.46490204;Waterloo;Active;BS12521
533871.8257;4812234.6436;3855;12522;3455;Erbsville Rd;Columbia St W;533871.82567787;4812234.64355532;-80.58128504;43.46225497;Waterloo;Active;BS12522
533880.462;4812254.6325;5937;12520;3453;Erbsville Rd;Columbia St W;533880.453;4812254.351;-80.581177;43.462432;Waterloo;Active;BS12520
534068.8105;4812023.0515;4479;13261;4088;Erbsville Rd;Cornridge Pl;534068.969;4812022.893;-80.578861;43.460339;Waterloo;Active;BS13261
534580.3086;4810644.3073;5847;12708;3685;Erbsville Rd;Erb St W;534580.30861979;4810644.30726367;-80.57262804;43.44790299;Waterloo;Active;BS12708
534568.0141;4810881.249;6017;11018;1981;Erbsville Rd;Chablis Dr;534568.01406594;4810881.24903486;-80.57276497;43.45003701;Waterloo;Active;BS11018
534438.2116;4811516.9804;7100;12513;3446;Erbsville Rd;Keats Wat;534438.046;4811516.197;-80.574331;43.45576;Waterloo;Active;BS12513
534491.7493;4811481.3104;7434;12518;3451;Erbsville Rd;Keats Way;534491.7493;4811481.3104;-80.57366957;43.45544356;Waterloo;Active;BS12518
534271.0647;4811756.111;4338;12519;3452;Erbsville Rd;Leighland Dr;534271.06472116;4811756.11095924;-80.57637996;43.45792803;Waterloo;Active;BS12519
534243.5717;4811768.6284;5128;12523;3456;Erbsville Rd;Leighland Dr;534243.595;4811767.781;-80.576719;43.458034;Waterloo;Active;BS12523
533093.0517;4812996.5084;6204;13258;4085;Erbsville Rd;Path to Blue Beech Blvd;533093.449;4812996.905;-80.590861;43.469153;Waterloo;Active;BS13258
533077.1767;4812983.8083;6984;13257;4084;Erbsville Rd;Path to Blue Beech Blvd;533078.367;4812984.205;-80.591048;43.46904;Waterloo;Active;BS13257
534634.9291;4811242.8654;6075;12714;3691;Erbsville Rd;Path to Erbsville Crt;534634.92909241;4811242.86542889;-80.57191501;43.45328996;Waterloo;Active;BS12714
534623.4674;4811240.2984;6673;11016;1979;Erbsville Rd;Path to Lausanne Cres;534623.255;4811240.501;-80.572059;43.453269;Waterloo;Active;BS11016
534640.0675;4811029.271;6552;12713;3690;Erbsville Rd;Royal Beech Crt;534640.133;4811029.049;-80.571864;43.451364;Waterloo;Active;BS12713
533481.8962;4812725.6936;5031;12456;3392;Erbsville Rd;White Elm Blvd;533481.8961928;4812725.6936035;-80.58607496;43.46669399;Waterloo;Active;BS12456
533479.9761;4812699.3784;5278;13259;4086;Erbsville Rd;White Elm Blvd;533480.066;4812699.424;-80.586099;43.466458;Waterloo;Active;BS13259
533635.4586;4812557.5378;4326;10111;1106;Erbsville Rd;Willow Wood Dr;533635.4586;4812557.53783112;-80.58418695;43.46517301;Waterloo;Active;BS10111
541042.3913;4806555.9153;8405;14853;5030;Erinbrook Dr;Highcroft Crt (Temporary Stop);541042.3913;4806555.9153;-80.49307446;43.41076451;Kitchener;Detour;BS14853
541038.3892;4806542.3101;8406;14854;5031;Erinbrook Dr;Highcroft Crt (Temporary Stop);541038.3892;4806542.3101;-80.49312491;43.41064223;Kitchener;Detour;BS14854
540771.7254;4806230.1778;7560;13989;2328;Erinbrook Dr;Rittenhouse Rd;540771.7254;4806230.1778;-80.4964417;43.40784631;Kitchener;Active;BS13989
553297.0558;4804530.0718;4626;10473;1446;Fairview Rd;Bishop St N;553297.0558;4804530.07179862;-80.34191997;43.39175302;Cambridge;Active;BS10473
553381.8973;4804227.4234;4723;10474;1447;Fairview Rd;Grand Valley Dr;553381.8973;4804227.42340182;-80.34090199;43.38902198;Cambridge;Active;BS10474
546861.9989;4809822.6645;4582;12640;3570;Fairway Rd N;Briarmeadow Dr;546861.9989481;4809822.66450668;-80.42091799;43.43983698;Kitchener;Active;BS12640
546885.4666;4809820.085;6811;12638;3568;Fairway Rd N;Briarmeadow Dr;546885.46662097;4809820.08503172;-80.42062823;43.43981229;Kitchener;Active;BS12638
547272.7001;4810121.9379;5090;12752;3725;Fairway Rd N;Fairway Cres;547272.806;4810122.15;-80.415816;43.442508;Kitchener;Active;BS12752
547111.2049;4810003.7676;6473;10056;1053;Fairway Rd N;Fairway Cres;547111.2049;4810003.76764366;-80.41782303;43.44145199;Kitchener;Active;BS10056
547530.5622;4810348.892;4783;13913;2030;Fairway Rd N;Chicopee Hills Dr;547530.5622;4810348.892;-80.41261102;43.44453296;Kitchener;Active;BS13913
547587.9395;4810371.5605;6732;13496;2029;Fairway Rd N;Chicopee Hills Dr;547587.9395;4810371.5605;-80.41190001;43.44473342;Kitchener;Active;BS13496
547090.582;4810001.7381;5279;10039;1038;Fairway Rd N;Idle Creek Dr;547090.582;4810001.73805678;-80.41807804;43.44143501;Kitchener;Active;BS10039
545985.2183;4808600.0534;4258;10050;1048;Fairway Rd N;King St E;545985.2183;4808600.05336564;-80.43185499;43.42888299;Kitchener;Active;BS10050
545961.9486;4808593.6747;5932;10044;1042;Fairway Rd N;King St E;545961.9486;4808593.67466401;-80.43214301;43.42882698;Kitchener;Active;BS10044
547287.9459;4810164.8236;6674;12753;3726;Fairway Rd N;Lackner Blvd;547287.611;4810164.242;-80.415629;43.442886;Kitchener;Active;BS12753
545976.6839;4808747.7133;4377;10043;1041;Fairway Rd N;Morgan Ave;545976.6839;4808747.71330988;-80.43194799;43.43021304;Kitchener;Active;BS10043
546000.4566;4808774.4179;6857;10051;1049;Fairway Rd N;Morgan Ave;546000.4566;4808774.41787425;-80.43165204;43.43045203;Kitchener;Active;BS10051
546429.6116;4809479.8243;5689;10041;1039;Fairway Rd N;Old Chicopee Trail;546429.6116;4809479.82429081;-80.42628998;43.436777;Kitchener;Active;BS10041
547817.2692;4810591.8582;4211;13495;2028;Fairway Rd N;Pebblecreek Dr;547817.636;4810591.558;-80.409042;43.446705;Kitchener;Active;BS13495
546281.1617;4809257.7895;4688;12758;3731;Fairway Rd N;River Rd E;546281.16167588;4809257.78948536;-80.42814305;43.434787;Kitchener;Active;BS12758
546296.3975;4809250.2637;5159;10054;1052;Fairway Rd N;River Rd E;546296.3975;4809250.167;-80.427957;43.43472;Kitchener;Active;BS10054
546140.1083;4808972.0576;4875;10052;1050;Fairway Rd N;Thaler Ave;546140.1083;4808972.05764525;-80.42990999;43.43222298;Kitchener;Active;BS10052
546143.7641;4809003.4469;6125;13548;3481;Fairway Rd N;Thaler Ave;546143.831;4809003.622;-80.429861;43.432507;Kitchener;Active;BS13548
547853.9634;4810589.2376;7508;13497;2031;Fairway Rd N;Upper Mercer St;547853.816;4810589.244;-80.408589;43.446678;Kitchener;Active;BS13497
544737.3252;4807647.5272;4892;10888;1855;Fairway Rd S;500 Fairway Rd S;544737.32523171;4807647.52724958;-80.44734996;43.420382;Kitchener;Active;BS10888
544877.5046;4807664.8937;6110;10886;1853;Fairway Rd S;549 Fairway Rd S;544877.50458474;4807664.89371468;-80.44561695;43.42052999;Kitchener;Active;BS10886
544626.9546;4807602.7064;7465;10885;1852;Fairway Rd S;589 Fairway Rd S;544626.95460581;4807602.70637274;-80.44871699;43.41998501;Kitchener;Active;BS10885
545770.7172;4808058.8402;5951;10049;1047;Fairway Rd S;Hwy 8 ;545770.7172;4808058.664;-80.434552;43.424021;Kitchener;Active;BS10049
545903.1062;4808451.1137;4040;10045;1043;Fairway Rd S;King St E;545903.1062;4808451.11368188;-80.43288195;43.42754698;Kitchener;Active;BS10045
544403.1047;4807567.3536;4552;10889;1856;Fairway Rd S;Manitou Dr;544403.1046707;4807567.3535687;-80.45148499;43.41967999;Kitchener;Active;BS10889
544383.1745;4807545.348;7279;10884;1851;Fairway Rd S;Manitou Dr;544383.17446504;4807545.34804786;-80.45173297;43.41948304;Kitchener;Active;BS10884
545607.0236;4807953.7853;6668;10046;1044;Fairway Rd S;Wabanaki Dr;545607.0236;4807953.64;-80.436581;43.423086;Kitchener;Active;BS10046
544981.2703;4807703.6758;4005;10887;1854;Fairway Rd S;Wilson Ave;544981.27028937;4807703.6758207;-80.44433197;43.42087296;Kitchener;Active;BS10887
545241.926;4807881.1289;8036;14476;80002;Fairway Station;Bike shelter;545241.926;4807881.1289;-80.44109746;43.42245506;Kitchener;Active;BS14476
545181.8193;4807869.6999;7301;13403;6108;Fairway Station;ION platform - Northbound;545181.92;4807869.582;-80.44184;43.422355;Kitchener;Active;BS13403
545184.0882;4807862.9762;4712;13404;6016;Fairway Station;ION platform - Southbound;545184.169;4807863.033;-80.441812;43.422296;Kitchener;Active;BS13404
545184.3933;4807877.0135;7652;14068;3488;Fairway Station;Stop 3488;545184.3933;4807877.0135;-80.44180851;43.42242148;Kitchener;Active;BS14068
545208.2403;4807882.3552;7656;14069;3489;Fairway Station;Stop 3489;545208.2403;4807882.3552;-80.44151348;43.42246814;Kitchener;Active;BS14069
545229.9888;4807887.5061;7653;14070;3490;Fairway Station;Stop 3490;545229.9888;4807887.5061;-80.44124439;43.4225132;Kitchener;Active;BS14070
545250.7833;4807892.4663;7658;14071;3491;Fairway Station;Stop 3491;545250.7833;4807892.4663;-80.44098711;43.42255661;Kitchener;Active;BS14071
545187.0971;4807808.2661;7657;14074;3493;Fairway Station;Stop 3493;545187.0971;4807808.2661;-80.44178079;43.42180231;Kitchener;Active;BS14074
545196.3575;4807768.9092;7659;14076;3495;Fairway Station;Stop 3495;545196.3575;4807768.9092;-80.44166966;43.42144739;Kitchener;Active;BS14076
545202.6414;4807802.9083;7663;14078;3497;Fairway Station;Stop 3497;545202.6414;4807802.9083;-80.44158922;43.42175313;Kitchener;Active;BS14078
545194.8362;4807841.9344;7650;14080;3499;Fairway Station;Stop 3499;545194.8362;4807841.9344;-80.44168241;43.422105;Kitchener;Active;BS14080
545158.4478;4807870.7178;7654;14067;6024;Fairway Station;Stop 6024;545158.4478;4807870.7178;-80.44212953;43.42236636;Kitchener;Active;BS14067
559016.8185;4799942.2154;8479;14959;5098;Faith St;Bastien St;559016.8185;4799942.2154;-80.27179552;43.35001682;Cambridge;Detour;BS14959
535905.2097;4817534.7947;4201;12864;3833;Farmers Market Rd;Benjamin Rd;535905.20965206;4817534.79472488;-80.55580002;43.509883;Woolwich;Active;BS12864
