X;Y;OBJECTID;StopID;EasyGo;Street;CrossStreet;Easting;Northing;Longitude;Latitude;Municipality;Status;RMWID
546020.1914;4808518.2147;7876;14331;4107;King St E;Fairway Rd S;546020.1914;4808518.2147;-80.43142982;43.42814397;Kitchener;Active;BS14331
541478.2707;4810820.6014;7094;10922;1888;King St E;Frederick St;541478.27071552;4810820.60137952;-80.48736701;43.44913997;Kitchener;Active;BS10922
541428.8491;4810832.5504;7506;11615;2561;King St E;Frederick St;541428.943;4810832.388;-80.487976;43.449249;Kitchener;Active;BS11615
541515.224;4810795.1768;7741;14161;5011;King St E;Frederick St;541515.224;4810795.1768;-80.48691226;43.448909;Kitchener;Detour;BS14161
547605.4458;4808059.8957;5198;13149;1642;King St E;Grand River Hospital - Freeport Campus;547605.44584387;4808059.89574983;-80.41188527;43.42391824;Kitchener;Active;BS13149
547644.6935;4807998.1146;7930;14367;4110;King St E;Grand River Hospital - Freeport Campus;547644.6935;4807998.1146;-80.41140583;43.42335948;Kitchener;Active;BS14367
545740.9022;4808640.4851;5757;11920;2862;King St E;Kingsbury Dr;545740.90220345;4808640.48513587;-80.43486997;43.42926199;Kitchener;Active;BS11920
545716.0245;4808668.1895;7136;11677;2622;King St E;Kingsbury Dr;545716.02449121;4808668.18949673;-80.435175;43.42951296;Kitchener;Active;BS11677
552212.3068;4804791.1487;4458;10616;1588;King St E;Lowther St;552212.30677375;4804791.14865718;-80.35528804;43.39418001;Cambridge;Active;BS10616
552172.3227;4804840.2587;6253;10656;1625;King St E;Lowther St;552172.32267476;4804840.25866098;-80.35577704;43.39462498;Cambridge;Active;BS10656
552705.8535;4804450.688;4173;10470;1443;King St E;Montrose St;552705.8535;4804450.68795697;-80.34922696;43.39108003;Cambridge;Active;BS10470
552632.9603;4804523.1932;6514;10654;1623;King St E;Montrose St;552632.96027467;4804523.19319874;-80.35011996;43.39173797;Cambridge;Active;BS10654
545875.1198;4808602.8628;4509;11676;2621;King St E;Morgan Ave;545875.11981106;4808602.86279379;-80.43321495;43.42891504;Kitchener;Active;BS11676
542736.9906;4810029.3824;5188;11624;2569;King St E;Ottawa St S;542736.99060147;4810029.38242984;-80.47187303;43.44194503;Kitchener;Active;BS11624
542721.1668;4810049.2684;7304;10915;1882;King St E;Ottawa St S;542721.16682626;4810049.26838211;-80.472067;43.44212499;Kitchener;Active;BS10915
542177.9966;4810386.5897;5846;10918;1885;King St E;Pandora Ave S;542177.99657079;4810386.58972134;-80.47875296;43.44519303;Kitchener;Active;BS10918
542150.0679;4810388.0794;7431;12649;3579;King St E;Pandora Ave S;542150.06789616;4810388.07941811;-80.47909798;43.44520801;Kitchener;Active;BS12649
541370.1408;4810882.777;7299;10923;1889;King St E;Queen St N;541370.14077931;4810882.77704296;-80.48869863;43.44970578;Kitchener;Active;BS10923
546966.9273;4808188.6671;4958;10593;1565;King St E;River Rd E;546966.92731677;4808188.66710213;-80.41976202;43.42511799;Kitchener;Active;BS10593
546948.1103;4808206.3035;4984;10674;1643;King St E;River Rd E;546948.11030008;4808206.30351228;-80.41999296;43.42527796;Kitchener;Active;BS10674
543183.6927;4809789.8912;5018;11626;2571;King St E;Rockway Centre;543183.69272452;4809789.89117759;-80.46637204;43.43976303;Kitchener;Active;BS11626
543190.075;4809798.1695;6138;10913;1880;King St E;Rockway Centre;543190.075008;4809798.16949257;-80.46629252;43.4398372;Kitchener;Active;BS10913
543551.4079;4809581.9235;6598;11627;2572;King St E;Rockway Gardens;543551.40790506;4809581.92350881;-80.46184492;43.43786919;Kitchener;Active;BS11627
542342.1466;4810275.6623;5870;10917;1884;King St E;Stirling Ave S;542342.14659319;4810275.66230029;-80.47673304;43.44418497;Kitchener;Active;BS10917
542303.2262;4810288.9696;6946;11622;2567;King St E;Stirling Ave S;542303.22620812;4810288.96959163;-80.47721297;43.44430699;Kitchener;Active;BS11622
542347.1789;4810254.2965;8448;14898;5033;King St E;Stirling Ave S;542347.1789;4810254.2965;-80.47667252;43.44399231;Kitchener;Detour;BS14898
542928.8302;4809921.0945;4486;11625;2570;King St E;Sydney St;542928.83016902;4809921.09447154;-80.46951097;43.44095903;Kitchener;Active;BS11625
542912.0169;4809943.3099;5106;10914;1881;King St E;Sydney St;542912.01689249;4809943.30994965;-80.46971698;43.44116003;Kitchener;Active;BS10914
551727.0883;4805151.4753;5480;10657;1626;King St E;Waterloo St;551727.08831199;4805151.47531373;-80.36124502;43.39745798;Cambridge;Active;BS10657
551731.3102;4805129.1898;5866;10614;1586;King St E;Waterloo St;551731.31018427;4805129.18984987;-80.36119499;43.39725703;Cambridge;Active;BS10614
551986.9891;4804949.8963;4477;10615;1587;King St E;Westminister Dr;551986.98907836;4804949.89634455;-80.35805497;43.39562501;Cambridge;Active;BS10615
551945.5455;4804999.3363;6004;10482;1455;King St E;Westminster Dr;551945.5455;4804999.33628119;-80.358562;43.39607304;Cambridge;Active;BS10482
537533.7721;4816844.0853;6639;12917;3847;King St N;600 King St N;537533.77214637;4816844.08531678;-80.53570063;43.50358382;Waterloo;Active;BS12917
537580.4771;4816827.1536;6790;12918;3848;King St N;600 King St N;537580.636;4816827.312;-80.535122;43.50343;Waterloo;Active;BS12918
536937.6801;4817560.3895;7052;12755;3728;King St N;725 King St N;536937.68006221;4817560.38951513;-80.54302551;43.51006313;Woolwich;Active;BS12755
538210.7065;4815065.2674;5084;11560;2507;King St N;Blue Springs Dr;538210.70648801;4815065.26739003;-80.52745202;43.48753303;Waterloo;Active;BS11560
538226.0273;4815059.2386;6055;10951;1917;King St N;Blue Springs Dr;538226.02726671;4815059.23861716;-80.52726298;43.48747796;Waterloo;Active;BS10951
538583.196;4812886.031;6464;10943;1909;King St N;Bridgeport Rd;538583.1960124;4812886.0309673;-80.52300002;43.46789201;Waterloo;Active;BS10943
538577.325;4812824.3535;4383;10991;1957;King St N;Bridgeport Rd W;538577.32497126;4812824.35352156;-80.52307696;43.46733696;Waterloo;Active;BS10991
536043.5914;4820626.8254;4001;12861;3830;King St N;Cedar St;536043.59141103;4820626.82535099;-80.55388298;43.53771695;Woolwich;Active;BS12861
536052.3897;4820642.4222;5206;11140;2093;King St N;Cedar St;536052.3897269;4820642.4221763;-80.55377305;43.53785696;Woolwich;Active;BS11140
538522.7705;4813098.3677;3982;11589;2535;King St N;Central St;538522.7704654;4813098.36774676;-80.52373201;43.46980701;Waterloo;Active;BS11589
538302.9445;4814488.1549;4924;11562;2509;King St N;Columbia St;538302.94450231;4814488.15485961;-80.52635196;43.48233198;Waterloo;Active;BS11562
538322.7524;4814500.9961;4595;13274;4073;King St N;Columbia St E;538322.752;4814501.208;-80.526106;43.482448;Waterloo;Active;BS13274
538331.1783;4814429.5668;5448;10949;1915;King St N;Columbia St E;538331.17827318;4814429.56678504;-80.52600696;43.481803;Waterloo;Active;BS10949
538032.4392;4816241.0616;5293;13785;4004;King St N;Conestoga Station;538032.571;4816240.797;-80.529573;43.498127;Waterloo;Active;BS13785
538535.0403;4813131.531;6434;10944;1910;King St N;Elgin St;538535.04028171;4813131.53099647;-80.52357798;43.47010498;Waterloo;Active;BS10944
538477.3007;4813376.5161;4229;13026;3581;King St N;Ezra Ave;538477.30069941;4813376.51609924;-80.52427451;43.4723138;Waterloo;Active;BS13026
536074.8273;4820946.9874;4763;12860;3829;King St N;Front St;536074.816;4820946.954;-80.553475;43.540598;Woolwich;Active;BS12860
536095.321;4820972.0082;7365;11141;2094;King St N;Front St;536095.374;4820972.116;-80.553219;43.540823;Woolwich;Active;BS11141
535991.5436;4820101.8922;4456;11139;2092;King St N;Henry St;535991.54364184;4820101.89219961;-80.55456195;43.53299298;Woolwich;Active;BS11139
535975.2841;4819921.3344;5886;12862;3831;King St N;Henry St;535975.28409398;4819921.33441737;-80.55477514;43.53136803;Woolwich;Active;BS12862
538402.4966;4813977.3988;5575;10948;1914;King St N;Hickory St E;538402.49658049;4813977.39882252;-80.52515698;43.47772802;Waterloo;Active;BS10948
538373.1496;4814046.3048;6340;11585;2532;King St N;Hickory St W;538373.14962064;4814046.30479691;-80.52551498;43.47834995;Waterloo;Active;BS11585
536007.7891;4820344.9379;4114;13267;4089;King St N;High Crest Lane W;536007.948;4820345.097;-80.554343;43.535182;Woolwich;Active;BS13267
536019.0603;4820349.5416;6734;13268;4090;King St N;High Crest Lane W;536018.902;4820349.859;-80.554207;43.535224;Woolwich;Active;BS13268
538108.7488;4815826.4975;5912;10953;1919;King St N;Hwy 85;538109;4815826.7;-80.528656;43.494395;Waterloo;Active;BS10953
535756.6855;4818150.8793;5498;12868;3841;King St N;Lobsinger Line;535756.6855046;4818150.87932264;-80.55759691;43.51543736;Woolwich;Active;BS12868
535783.4103;4818200.1193;7195;12867;3836;King St N;Lobsinger Line;535783.41028596;4818200.11929998;-80.55726302;43.51587944;Woolwich;Active;BS12867
538124.8013;4815526.7934;6123;11558;2505;King St N;Manulife ;538124.80128214;4815526.79344773;-80.52848204;43.491693;Waterloo;Active;BS11558
538162.2209;4815473.0244;6848;10952;1918;King St N;Manulife ;538162.22092355;4815473.02439226;-80.52802303;43.49120695;Waterloo;Active;BS10952
538494.8992;4813394.1146;4541;13025;1911;King St N;Marshall;538494.8992015;4813394.11460133;-80.52405569;43.47247136;Waterloo;Active;BS13025
536941.704;4817583.6548;5540;12754;3727;King St N;Martin Grove Rd;536941.70403423;4817583.65477955;-80.54297415;43.51027241;Woolwich;Active;BS12754
537704.1998;4816684.7739;4423;11136;2089;King St N;Northfield Dr E;537704.223;4816684.901;-80.533603;43.502142;Waterloo;Active;BS11136
537446.1518;4816981.6673;3966;11137;2090;King St N;Nothland Rd;537446.15180488;4816981.66731236;-80.536775;43.504827;Waterloo;Active;BS11137
538045.2206;4816074.432;7035;11557;2504;King St N;Path to Bauer Pl;538045.22063884;4816074.43197749;-80.52942795;43.496628;Waterloo;Active;BS11557
535932.1736;4819552.594;5735;12839;3808;King St N;Printery Rd;535932.17356291;4819552.59400767;-80.55533304;43.52804997;Woolwich;Active;BS12839
535922.5424;4819585.8672;6965;12863;3832;King St N;Printery Rd;535922.54241677;4819585.867235;-80.55545003;43.52835003;Woolwich;Active;BS12863
538418.0235;4813722.0408;6911;11586;2533;King St N;University Ave E;538418.0235053;4813722.04079991;-80.52498301;43.47542797;Waterloo;Active;BS11586
538433.2453;4813790.0969;7363;10947;1913;King St N;University Ave E;538433.24533387;4813790.09694728;-80.52479;43.47603996;Waterloo;Active;BS10947
538410.4208;4813821.9605;6425;10170;1165;King St N;University Ave W;538410.4208;4813821.96046156;-80.52506996;43.47632804;Waterloo;Active;BS10170
538275.7909;4814783.7547;6349;10950;1916;King St N;Weber St N;538275.79093704;4814783.75469112;-80.52666695;43.48499496;Waterloo;Active;BS10950
538241.1986;4814834.1312;8344;14785;2508;King St N;Weber St N;538241.1986;4814834.1312;-80.52709118;43.48545032;Waterloo;Active;BS14785
538659.6623;4812525.3711;5436;10941;1907;King St N;Willis Way;538659.387;4812525.439;-80.522084;43.464641;Waterloo;Active;BS10941
537400.9976;4817004.5127;5027;11142;2095;King St N;Wyman Rd;537400.99756152;4817004.51266226;-80.53733199;43.50503496;Waterloo;Active;BS11142
538880.8871;4812041.1096;5326;11590;2536;King St S;Allen St;538881.062;4812040.906;-80.519378;43.460267;Waterloo;Active;BS11590
538921.6054;4812042.1612;5458;10938;1904;King St S;Allen St;538921.279;4812042.229;-80.518881;43.460277;Waterloo;Active;BS10938
538647.8564;4812497.435;7738;14157;4048;King St S;ION Tracks;538647.8564;4812497.435;-80.52222822;43.46438974;Waterloo;Active;BS14157
539130.5781;4811878.1822;7609;14025;1934;King St S;Union St;539130.5781;4811878.1822;-80.51630539;43.45878887;Waterloo;Active;BS14025
539217.2602;4811821.1677;5423;11592;2538;King St S;Union St W;539217.26020954;4811821.16771713;-80.51523804;43.45827097;Waterloo;Active;BS11592
538706.4631;4812197.3811;6656;10995;1959;King St S;William St W;538706.46313878;4812197.38113998;-80.52152504;43.46168501;Waterloo;Active;BS10995
538651.7528;4812447.7502;7318;13265;4015;King St S;Willis Way;538651.753;4812447.644;-80.522184;43.463941;Waterloo;Active;BS13265
540063.7233;4811471.043;5250;10931;1897;King St W;Agnes St;540063.744;4811470.855;-80.504801;43.455072;Kitchener;Active;BS10931
540017.0833;4811464.4522;5254;11597;2543;King St W;Agnes St;540016.913;4811464.664;-80.50538;43.455019;Kitchener;Active;BS11597
540962.1551;4811080.5485;7042;10925;1891;King St W;College St;540962.15507518;4811080.54846804;-80.49372596;43.45150895;Kitchener;Active;BS10925
551177.9563;4805424.7297;5928;10659;1628;King St W;Fountain St N;551177.95631109;4805424.72969359;-80.36800002;43.39995601;Cambridge;Active;BS10659
551142.1941;4805409.7927;5999;10612;1584;King St W;Fountain St N;551142.19408438;4805409.79273397;-80.36844303;43.39982396;Cambridge;Active;BS10612
540768.9797;4811166.341;6635;10926;1892;King St W;Francis St;540768.97968086;4811166.34100521;-80.49610701;43.45229198;Kitchener;Active;BS10926
541029.2185;4811042.1963;7208;11510;2458;King St W;Gaukel St;541029.21852685;4811042.19627451;-80.4929;43.45115996;Kitchener;Active;BS11510
539496.1589;4811690.0109;6314;11594;2540;King St W;Grand River Hospital;539496.1589;4811690.0109;-80.51180022;43.45707537;Kitchener;Active;BS11594
539552.561;4811691.7441;6446;10934;1900;King St W;Grand River Hospital;539552.56097615;4811691.74406094;-80.51110295;43.45708799;Kitchener;Active;BS10934
539782.2332;4811567.3998;4030;11596;2542;King St W;Kitchener Collegiate Institute;539782.28;4811567.217;-80.508273;43.455955;Kitchener;Active;BS11596
539826.8411;4811571.3517;5441;10932;1898;King St W;Kitchener Collegiate Institute;539826.73;4811571.344;-80.507723;43.455989;Kitchener;Active;BS10932
541215.2283;4810963.9222;6065;10924;1890;King St W;Ontario St;541215.22828248;4810963.92220697;-80.49060702;43.45044496;Kitchener;Active;BS10924
541314.0135;4810900.8151;7139;11616;2562;King St W;Queen St S;541314.01349714;4810900.81505225;-80.48939093;43.44987129;Kitchener;Active;BS11616
539217.167;4811843.2539;6832;10936;1902;King St W;Union St;539208.96489018;4811843.78311383;-80.51533895;43.45847504;Waterloo;Active;BS10936
540646.108;4811201.0606;6899;13428;1901;King St W;Victoria St N;540646.081;4811200.849;-80.497623;43.452609;Kitchener;Active;BS13428
540621.8326;4811228.7583;5428;10927;1893;King St W;Victoria St S;540621.8325894;4811228.75830036;-80.49792099;43.45286198;Kitchener;Active;BS10927
540879.1854;4811105.8992;5366;11509;2457;King St W;Water St;540879.18539292;4811105.89923866;-80.49474948;43.45174175;Kitchener;Active;BS11509
540184.8967;4811394.1075;4507;11598;2544;King St W;Wellington St;540184.951;4811394.001;-80.503308;43.454373;Kitchener;Active;BS11598
540189.6432;4811413.5307;6043;10930;1896;King St W;Wellington St;540189.64315231;4811413.53069047;-80.50324896;43.45454901;Kitchener;Active;BS10930
541724.4257;4807744.8374;6256;12080;3021;Kingswood Dr;Lucerne Dr;541724.42565944;4807744.83744237;-80.48456;43.42143199;Kitchener;Active;BS12080
541653.5444;4807726.1812;7135;12110;3051;Kingswood Dr;Strasburg Rd;541653.54438188;4807726.18123978;-80.48543702;43.42126796;Kitchener;Active;BS12110
545933.1878;4809359.4321;5748;13545;3478;Kinzie Ave;Thaler Ave;545933.26;4809359.465;-80.432433;43.435724;Kitchener;Active;BS13545
541196.0827;4811129.8313;6374;13392;6114;Kitchener City Hall Station;ION platform - Northbound;541196.047;4811129.95;-80.490832;43.451941;Kitchener;Active;BS13392
541784.5942;4810509.896;4896;13395;6112;Kitchener Market Station;ION platform - Northbound;541784.641;4810509.696;-80.483605;43.446324;Kitchener;Active;BS13395
541782.5191;4810505.8743;6580;13396;6012;Kitchener Market Station;ION platform - Southbound;541782.418;4810505.886;-80.483632;43.446289;Kitchener;Active;BS13396
537946.2948;4816612.1304;4609;13158;1212;Kraus Dr;Northfield Dr E;537946.29483605;4816612.13040045;-80.530614;43.50147446;Waterloo;Active;BS13158
537944.6543;4816645.4957;6591;11866;2810;Kraus Dr;Northfield Dr E;537944.6543218;4816645.49573911;-80.53063196;43.50177497;Waterloo;Active;BS11866
543862.837;4811855.9206;4330;11424;2372;Krug St;623 Krug St;543862.83695243;4811855.92064328;-80.45781397;43.45832604;Kitchener;Active;BS11424
543083.9047;4811394.6988;6412;11418;2366;Krug St;Becker St;543083.9046649;4811394.69880164;-80.46747834;43.45421845;Kitchener;Active;BS11418
543065.101;4811403.9726;6905;11452;2400;Krug St;Becker St;543065.10099185;4811403.97263598;-80.46771001;43.45430304;Kitchener;Active;BS11452
543495.3362;4811597.6432;3884;11422;2370;Krug St;Cambridge Ave;543495.33616384;4811597.6432149;-80.46237703;43.45602196;Kitchener;Active;BS11422
543374.6912;4811549.783;4602;11421;2369;Krug St;Cambridge Ave;543374.69121595;4811549.78295671;-80.46387201;43.45559803;Kitchener;Active;BS11421
542696.0417;4811218.2604;3915;11415;2363;Krug St;East Ave;542696.04173869;4811218.26043716;-80.47228598;43.45265203;Kitchener;Active;BS11415
542674.4046;4811222.8995;4416;11455;2403;Krug St;East Ave;542674.40464326;4811222.8994929;-80.47255304;43.45269503;Kitchener;Active;BS11455
543598.8298;4811733.0357;4019;11423;2371;Krug St;Krug Centre;543598.8297556;4811733.03565615;-80.46108703;43.45723501;Kitchener;Active;BS11423
542011.5789;4810899.6553;4306;11459;2407;Krug St;Lancaster St;542011.57894121;4810899.65528832;-80.48076999;43.44982203;Kitchener;Active;BS11459
542007.2251;4810886.0681;5763;12648;3578;Krug St;Lancaster St;542007.22513542;4810886.06805396;-80.48082485;43.44969994;Kitchener;Active;BS12648
542518.1047;4811130.0584;4217;11414;2362;Krug St;Lydia St;542518.10466463;4811130.05839044;-80.47449203;43.45186798;Kitchener;Active;BS11414
542497.4323;4811137.037;4445;11456;2404;Krug St;Lydia St;542497.43233298;4811137.03696997;-80.47474698;43.45193199;Kitchener;Active;BS11456
543823.6774;4811856.1006;5621;11447;2395;Krug St;River Rd E;543823.67743787;4811856.10060664;-80.45829798;43.45832995;Kitchener;Active;BS11447
542306.9121;4811028.779;3868;11413;2361;Krug St;Samuel St;542306.91210052;4811028.77900556;-80.47711004;43.45096803;Kitchener;Active;BS11413
542291.3275;4811037.4472;6018;11457;2405;Krug St;Samuel St;542291.3274548;4811037.44724117;-80.47730198;43.45104696;Kitchener;Active;BS11457
543611.5036;4811762.7696;4620;11448;2396;Krug St;Sherwood Ave;543611.50361829;4811762.7696039;-80.460928;43.457502;Kitchener;Active;BS11448
536953.8045;4816584.8169;5505;13848;3322;Kumpf Dr;580 Kumpf Dr;536953.8045;4816584.8169;-80.54289232;43.50127827;Waterloo;Active;BS13848
536936.6873;4816292.1119;7377;13849;3323;Kumpf Dr;Northfield Dr W;536936.6873;4816292.1119;-80.54312392;43.4986436;Waterloo;Active;BS13849
545548.7833;4812597.1574;5959;13435;1932;Lackner Blvd;Keewatin Ave;545548.616;4812597.11;-80.436915;43.464899;Kitchener;Active;BS13435
545569.2762;4812594.4563;7182;13436;1933;Lackner Blvd;Keewatin Ave;545569.384;4812594.215;-80.436659;43.464872;Kitchener;Active;BS13436
545547.8523;4812207.6375;8384;14827;1679;Lackner Blvd;Lorraine Ave;545547.8523;4812207.6375;-80.43695718;43.46139223;Kitchener;Active;BS14827
545549.6511;4812313.7035;8385;14826;1677;Lackner Blvd;Lorraine Ave;545549.6511;4812313.7035;-80.43692608;43.46234713;Kitchener;Active;BS14826
545241.2205;4813261.1946;4469;10709;1678;Lackner Blvd;Victoria St N;545241.2205308;4813261.19460382;-80.44065999;43.47089697;Kitchener;Active;BS10709
545223.2281;4813266.6335;6617;11390;2339;Lackner Blvd;Victoria St N;545223.22809855;4813266.63349675;-80.44088197;43.47094703;Kitchener;Active;BS11390
541722.5456;4812899.6382;6845;11472;2420;Lancaster St W;Arnold St;541722.54560694;4812899.63819758;-80.48418902;43.46784604;Kitchener;Active;BS11472
541710.0284;4812922.9934;6957;11495;2443;Lancaster St W;Arnold St;541710.0284153;4812922.99344369;-80.48434197;43.46805703;Kitchener;Active;BS11495
541706.5899;4813060.5754;5719;11494;2442;Lancaster St W;Ash St;541706.58989823;4813060.57543927;-80.48437395;43.46929601;Kitchener;Active;BS11494
541718.3897;4813048.4279;6620;11473;2421;Lancaster St W;Ash St;541718.38970142;4813048.42791187;-80.484229;43.46918597;Kitchener;Active;BS11473
541706.6356;4813964.84;6839;13150;2020;Lancaster St W;Brideport Rd;541706.524;4813964.715;-80.484306;43.477437;Kitchener;Active;BS13150
541800.3215;4814413.4762;5675;11476;2424;Lancaster St W;Bridge St W;541800.3215;4814413.4762;-80.48311136;43.48147226;Kitchener;Active;BS11476
541806.6665;4814453.5864;7163;10977;1943;Lancaster St W;Bridge St W;541806.6665;4814453.5864;-80.48302982;43.48183306;Kitchener;Active;BS10977
541687.9131;4814169.5197;6688;10978;1944;Lancaster St W;General Dr;541687.9130609;4814169.51971687;-80.48451998;43.47928196;Kitchener;Active;BS10978
541703.6791;4814169.9596;6709;11059;2021;Lancaster St W;General Dr;541703.6791152;4814169.95962733;-80.484325;43.47928504;Kitchener;Active;BS11059
541733.224;4812638.5913;5718;11471;2419;Lancaster St W;Guelph St;541733.22397531;4812638.59133291;-80.484077;43.46549498;Kitchener;Active;BS11471
541715.2645;4812625.484;7236;11496;2444;Lancaster St W;Guelph St;541715.26452643;4812625.48400088;-80.48430001;43.46537797;Kitchener;Active;BS11496
541705.4767;4813722.9406;4057;11475;2423;Lancaster St W;Hamel Ave;541705.47670925;4813722.94061676;-80.484337;43.47525999;Kitchener;Active;BS11475
541696.4722;4813700.6751;6878;11492;2440;Lancaster St W;Hamel Ave;541696.47224728;4813700.67514883;-80.48445004;43.47506002;Kitchener;Active;BS11492
541720.4182;4812485.8024;4061;11497;2445;Lancaster St W;Hill St;541720.41817912;4812485.80243266;-80.484247;43.46411999;Kitchener;Active;BS11497
541732.7787;4812514.4266;6663;11470;2418;Lancaster St W;Hill St;541732.77869972;4812514.42660629;-80.48409201;43.46437703;Kitchener;Active;BS11470
541690.931;4814034.0473;4635;10979;1945;Lancaster St W;Lang Cres;541690.93103991;4814034.04729189;-80.48449303;43.478062;Kitchener;Active;BS10979
541758.0934;4812266.907;5587;11498;2446;Lancaster St W;Louisa St;541758.09344171;4812266.90698819;-80.48379804;43.46214695;Kitchener;Active;BS11498
541775.2778;4812249.2506;6547;11469;2417;Lancaster St W;Louisa St;541775.27778122;4812249.2505821;-80.48358697;43.46198702;Kitchener;Active;BS11469
541713.3597;4813259.8649;6189;11474;2422;Lancaster St W;Union St;541713.3597364;4813259.86487449;-80.484275;43.47109003;Kitchener;Active;BS11474
541715.9715;4813371.6044;6600;13318;3657;Lancaster St W;Union St;541716.041;4813371.596;-80.484233;43.472096;Kitchener;Active;BS13318
541698.8471;4813290.9785;7370;11493;2441;Lancaster St W;Union St;541698.84705044;4813290.97854139;-80.48445204;43.47137099;Kitchener;Active;BS11493
553233.4556;4805271.9108;4156;10456;1432;Langs Dr;Fairview Mennonite Home;553233.4556;4805271.91079944;-80.34263301;43.39843696;Cambridge;Active;BS10456
554448.8024;4805583.6973;7028;10449;1425;Langs Dr;Hespeler Rd;554448.8024;4805583.69733619;-80.32759495;43.40115699;Cambridge;Active;BS10449
554511.693;4805633.5495;8176;14599;4161;Langs Dr;Hespeler Rd;554511.693;4805633.5495;-80.32681338;43.40160128;Cambridge;Active;BS14599
554148.1589;4805487.4369;4007;10448;1424;Langs Dr;Industrial Rd;554148.1589;4805487.43692971;-80.33131697;43.40031204;Cambridge;Active;BS10448
554126.7609;4805499.5845;7456;10453;1429;Langs Dr;Industrial Rd;554126.7609;4805499.58445712;-80.33158;43.40042296;Cambridge;Active;BS10453
553584.0123;4805360.736;4329;13473;3280;Langs Dr;Shannon Dr;553545.844;4805351.507;-80.338296;43.399212;Cambridge;Active;BS13473
553834.5694;4805408.9529;4871;10447;1423;Langs Dr;Trico Dr;553834.5694;4805408.95290491;-80.335197;43.39962796;Cambridge;Active;BS10447
553762.8966;4805409.1629;5420;10454;1430;Langs Dr;Trico Dr;553762.8966;4805409.16286218;-80.33608201;43.39963499;Cambridge;Active;BS10454
553590.7975;4805349.2651;7141;10446;1422;Langs Dr;Valentine Dr;553590.7975;4805349.2650542;-80.33821299;43.399108;Cambridge;Active;BS10446
553358.4791;4805294.3362;4697;10445;1421;Langs Dr;Walter St;553358.4791;4805294.3362348;-80.34108704;43.39862999;Cambridge;Active;BS10445
553425.4189;4805319.3012;6653;10455;1431;Langs Dr;Walter St;553425.4189;4805319.30115327;-80.34025803;43.39885001;Cambridge;Active;BS10455
553121.642;4805238.0477;4008;10444;1420;Langs Dr;William G. Davis Public School;553121.642;4805238.04769217;-80.34401697;43.39813999;Cambridge;Active;BS10444
552250.3603;4805557.2836;3941;12592;3522;Laurel St;North St;552250.3603;4805557.2836;-80.35474499;43.40107556;Cambridge;Active;BS12592
552231.0803;4805572.7715;8302;14724;4121;Laurel St;North St;552231.0803;4805572.7715;-80.35498159;43.40121636;Cambridge;Active;BS14724
552283.6348;4805411.2788;6369;12596;3526;Laurel St;Westminster Dr N;552283.6348;4805411.2788;-80.35434806;43.39975864;Cambridge;Active;BS12596
552274.96;4805386.4182;8296;14725;4153;Laurel St;Westminster Dr N;552274.96;4805386.4182;-80.35445756;43.3995354;Cambridge;Active;BS14725
534552.4725;4813643.7086;8205;14631;4027;Laurelwood Dr;Bearinger Rd;534552.4725;4813643.7086;-80.57278194;43.47491122;Waterloo;Active;BS14631
533842.1736;4813274.022;6693;10115;1110;Laurelwood Dr;Beaver Creek Cres;533842.1736;4813274.02199284;-80.58158703;43.47161499;Waterloo;Active;BS10115
534019.2861;4813343.5478;6511;10116;1111;Laurelwood Dr;Beaver Creek Rd;534019.2861;4813343.54784106;-80.57939299;43.47223298;Waterloo;Active;BS10116
534014.9942;4813360.0466;7082;13252;4079;Laurelwood Dr;Beaver Creek Rd;534015.391;4813360.443;-80.57944;43.472385;Waterloo;Active;BS13252
533143.8518;4813398.9404;3860;13255;4082;Laurelwood Dr;Birchmount Dr;533143.455;4813398.94;-80.590218;43.472771;Waterloo;Active;BS13255
533201.6942;4813397.1069;5775;10113;1108;Laurelwood Dr;Birchmount Dr;533201.6942;4813397.10693926;-80.589498;43.47275196;Waterloo;Active;BS10113
532779.7982;4813121.63;4869;13262;4014;Laurelwood Dr;Blue Beech Blvd;532779.798;4813121.63;-80.594731;43.47029;Waterloo;Active;BS13262
533558.4506;4813320.0226;5504;10114;1109;Laurelwood Dr;Brookmill Cres;533558.4506;4813320.02262955;-80.58509196;43.47204197;Waterloo;Active;BS10114
533666.1403;4813292.9746;6347;13253;4080;Laurelwood Dr;Brookmill Cres;533665.743;4813292.975;-80.583767;43.471794;Waterloo;Active;BS13253
532962.9852;4813252.6663;4444;10112;1107;Laurelwood Dr;Erbsville Rd;532962.9852;4813252.66633972;-80.59245803;43.47146196;Waterloo;Active;BS10112
532941.842;4813250.5089;4550;13256;4083;Laurelwood Dr;Erbsville Rd;532941.842;4813250.906;-80.59272;43.471447;Waterloo;Active;BS13256
534572.1295;4813631.2203;4761;13073;3949;Laurelwood Dr;Fischer-Hallman Rd;534572.12954618;4813631.22033718;-80.57253968;43.47479786;Waterloo;Active;BS13073
533453.8118;4813396.5592;6365;13254;4081;Laurelwood Dr;Holly View Pl;533454.209;4813396.956;-80.586376;43.472739;Waterloo;Active;BS13254
534407.954;4813577.0903;5046;10117;1112;Laurelwood Dr;Laurel Gate Dr;534407.954;4813577.09030416;-80.57457297;43.47431804;Waterloo;Active;BS10117
537660.5587;4812990.3425;5583;13382;6119;Laurier-Waterloo Park Station;ION platform - Northbound;537660.709;4812990.444;-80.534397;43.468879;Waterloo;Active;BS13382
